PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
307009303,23038399,4,2023-03-15T16:50:00,"1200 Block Federal St N Pittsburgh, PA 15212",Y,Central North Side,1,AGG-ASSAULT,2702 Aggravated Assault. / 2706 Terroristic Threats. / 5104 Resisting Arrest or Other Law Enforcement. / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,2206,1,1,-80.0064919678362,40.4560343725137
307023923,23038600,0,2023-03-16T00:22:00,"400 Block Fairywood St Pittsburgh, PA 15205",Y,Fairywood,6,99,2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,2808,2,5,-80.0795806105232,40.4472002205254
308695356,23050454,6,2023-04-06T10:00:00,"2200 Block mazette Rd Pittsburgh, PA 15205",N,Fairywood,6,THEFT,3921 Theft by Unlawful Taking or Disposition.,2808,,,,
308707376,23050523,0,2023-04-06T12:38:00,"1800 Block Westmont Ave Pittsburgh, PA 15210",N,Carrick,3,99,9999 9999 - (Misc. Incident): 9999 - (Misc. Incident): criminal mischief,2901,4,3,-79.9892980059539,40.39689177326
308717547,23050562,6,2023-04-06T02:00:00,"3900 Block Raff St Pittsburgh, PA 15207",N,Greenfield,4,THEFT FROM AUTO,3934 Theft from Vehicle,1516,,,,
308718486,23049569,10,2023-04-04T12:00:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,Central Business District,2,SIMPLE ASSAULT,2701 Simple Assault.,201,6,6,-79.9960409452176,40.4350395659105
308729394,23050624,10,2023-04-06T16:07:00,"4500 Block Liberty Ave Pittsburgh, PA 15224",Y,Bloomfield,5,HARRASSMENT,2709(a)(3) Harassment No Legitimate Purpose / 2709(a)(5) Harassment Communicates Repeatedly in Anonymous Manner,802,7,2,-79.9518674887118,40.462926331383
308737474,23050695,11,2023-04-03T09:00:00,"1500 Block Westfield St Pittsburgh, PA 15216",N,Beechview,6,IDENTITY THEFT,4120 Identity Theft,1916,4,5,-80.019249291507,40.4119517532794
308752901,23050872,3,2023-04-07T02:15:00,"Bausman St & Ibis Way Pittsburgh, PA 15210",N,Knoxville,3,ROBBERY OF MOTOR VEHICLE,3702 Limitations on Backing. / 3714 Careless Driving / 1786 Required Financial Responsibility. / 1501 Drivers Required to be Licensed.,3001,3,5,-79.9885569409255,40.4144274214507
307308107,23040899,99,2023-03-20T09:50:00,"2400 Block Sarah St Pittsburgh, PA 15203",N,South Side Flats,3,AIDED CASE,9497 Aided Case,1609,,,,
307312698,23040862,99,2023-03-20T09:23:00,"400 Block Althea St Pittsburgh, PA 15210",Y,Beltzhoover,3,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1809,3,5,-80.0002753550601,40.4142869124723
307338583,23041066,0,2023-03-20T15:35:00,"500 Block Market St Pittsburgh, PA 15222",N,Central Business District,2,99,3503(b.1) Criminal Trespass - Simple Trespasser,201,6,6,-80.0020864858761,40.441411799753
307340963,23041027,99,2023-03-20T15:02:00,"Ellsworth Ave & S Aiken Ave Pittsburgh, PA 15232",Y,Shadyside,4,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,703,8,2,-79.9367305606241,40.4527532851196
307434881,23041542,6,2023-03-21T13:00:00,"400 Block Hallock St Pittsburgh, PA 15211",N,Duquesne Heights,3,THEFT FROM AUTO,3934 Theft from Vehicle,1911,2,5,-80.0187167947721,40.4324529811458
308725769,23050625,23,2023-04-06T16:10:00,"Strawberry Way & Coffey Way Pittsburgh, PA 15222",Y,Central Business District,2,PUBLIC DRUNKENESS,"5505 Public Drunkenness / 601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",201,6,6,-79.998470077674,40.4425889658261
308726909,23050605,18,2023-04-06T15:41:00,"600 Block Smithfield St Pittsburgh, PA 15222",Y,Central Business District,2,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,201,6,6,-79.9974088316752,40.4415332222525
308730778,23050679,6,2023-04-05T21:00:00,"900 Block Freeport Rd Pittsburgh, PA 15215",N,Lincoln-Lemington-Belmar,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,1201,9,2,-79.8923529450752,40.4861185015656
308737755,23050712,18,2023-04-06T18:51:00,"Montezuma St & Apple Ave Pittsburgh, PA 15206",Y,Lincoln-Lemington-Belmar,5,STOLEN PROPERTY,13(a)(31) Marijuana: Possession Small Amount / 13(a)(32) Paraphernalia - Use or Possession / 1301 Registration and Certificate of Title Required.,1203,9,2,-79.9032198856438,40.4666350483513
308746595,23050792,99,2023-04-06T21:36:00,"700 Block Litchfield St Pittsburgh, PA 15204",N,Crafton Heights,6,MENTAL 201/302,9498 302 (Mental),2814,,,,
308749398,23050843,0,2023-04-07T00:46:00,"7000 Block Kelly St Pittsburgh, PA 15208",Y,Homewood South,5,99,9999 9999 - (Misc. Incident): Mutual Combant Fight,1303,9,2,-79.901814630202,40.4566120541176
307707199,23042885,99,2023-03-23T21:20:00,"100 Block Newburn Ave Pittsburgh, PA 15227",Y,Carrick,3,AIDED CASE,9497 Aided Case,2904,,,,
307709672,23042942,17,2023-03-23T23:23:00,Zone 1,N,,1,INDECENT ASSAULT,3126 Indecent Assault.,,,,,
307791967,23043267,27,2023-03-24T15:28:00,"Penn Ave & 23rd St Pittsburgh, PA 15222",N,Strip District,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,203,7,6,-79.9814734574718,40.4528316926279
307804045,23043545,10,2023-03-25T02:00:00,"1500 Block E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,SIMPLE ASSAULT,2701 Simple Assault. / 5104 Resisting Arrest or Other Law Enforcement. / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,1702,3,3,-79.9833100173741,40.4286928036566
307806413,23043445,5,2023-03-24T21:37:00,"3800 Block Haven St Pittsburgh, PA 15204",Y,Windgap,6,BURGLARY,3502 Burglary.,2807,2,5,-80.0798441746605,40.458942748702
309166076,23053646,99,2023-04-12T09:09:00,"600 Block Washington Pl Pittsburgh, PA 15219",N,Central Business District,2,INDUSTRIAL ACCIDENT,9491 Industrial Accident,201,,,,
309169058,23052901,17,2023-04-11T23:00:00,Zone 1,Y,,1,STATUATORY SEXUAL ASSAULT,3122.1 Statuatory Sexual Assault,,,,,
309169177,23053688,99,2023-04-12T09:30:00,"N Taylor Ave & Drovers Way Pittsburgh, PA 15212",N,Central North Side,1,FOUND PROPERTY,9489 Found Property,2206,1,1,-80.0147696647656,40.4559974115295
309170663,23053092,27,2023-04-11T10:17:00,"Penn Ave & N Homewood Ave Pittsburgh, PA 15208",Y,Point Breeze North,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property / 3744 Duty to Give Information and Render Aid,1405,9,3,-79.9013196372889,40.449189270199
309173940,23053711,0,2023-04-12T10:30:00,"3000 Block Brighton Rd Pittsburgh, PA 15212",N,Marshall-Shadeland,1,99,9994 PFA Service,2715,1,1,-80.0286471828999,40.4734857131497
309235736,23054057,15,2023-04-12T19:37:00,"300 Block Sylvania Way Pittsburgh, PA 15210",Y,Knoxville,3,FIREARMS NOT TO BE CARRIED WO LICENSE,"6106 Firearms not to be Carried without a License. / 13(a)(31) Marijuana: Possession Small Amount / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b)",3001,3,5,-80.001615424476,40.4173938464923
307264467,23040561,10,2023-03-19T01:30:00,"1200 Block E Carson Ter Pittsburgh, PA 15203",Y,South Side Flats,3,HARRASSMENT,2709(a) Harassment.,1702,3,3,-79.9862131966527,40.4285828598749
307265113,23040563,0,2023-03-19T16:03:00,"1700 Block Brighton Pl Pittsburgh, PA 15212",N,California-Kirkbride,1,99,9998 Overdose Other,2507,6,1,-80.0158935817082,40.458529066572
307266089,23040612,29,2023-03-19T13:46:00,"100 Block Hornaday Rd Pittsburgh, PA 15210",N,Carrick,3,RUNAWAYS - JUVENILE,029 Missing Juvenile,2902,4,3,-79.9857424839442,40.3945195610549
307266560,23040310,0,2023-03-19T01:50:00,"300 Block North Shore Dr Pittsburgh, PA 15212",Y,North Shore,1,99,601.16 Public Urination And Defecation,2205,1,1,-80.0096363485458,40.454910356151
307268031,23040583,26,2023-03-19T16:59:00,"200 Block Merrimac St Pittsburgh, PA 15211",N,Mount Washington,3,UNAUTHORIZED USE VEHICLE,3928 Unauthorized Use of Automobile and Other Vehicles.,1903,2,5,-80.0136312932039,40.4328049112356
307268488,23040657,6,2023-03-19T19:25:00,"1300 Block Breining St Pittsburgh, PA 15226",N,Brookline,6,THEFT,3921 Theft by Unlawful Taking or Disposition.,1918,4,5,-80.0107020458207,40.3912061535699
307313857,23040512,6,2023-03-19T13:40:00,"5500 Block Centre Ave Pittsburgh, PA 15232",N,Shadyside,4,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",709,8,2,-79.9364516472806,40.4565706687443
307315038,23039413,26,2023-03-17T14:00:00,"7500 Block Penn Ave Pittsburgh, PA 15221",N,Point Breeze,4,UNAUTHORIZED USE VEHICLE,3928 Unauthorized Use of Automobile and Other Vehicles.,1406,9,3,-79.896576789767,40.447294296653
308801503,23051098,6,2023-04-07T13:47:00,"200 Block Atwood St Pittsburgh, PA 15213",N,Central Oakland,4,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",405,,,,
308806834,23051153,11,2023-03-27T23:00:00,"2600 Block Centre Ave Pittsburgh, PA 15219",N,Terrace Village,2,CREDIT CARDS,4106 Access Device Fraud,510,6,3,-79.9683796165086,40.4465060715078
308852510,23515123,0,2023-04-08T08:30:00,"10 Block Cedricton St E Pittsburgh, PA 15210",N,Carrick,3,99,9999 9999 - (Misc. Incident): ,2901,4,3,-79.9912512183872,40.4051980625356
308857725,23051594,99,2023-04-08T11:30:00,"200 Block 36th St Pittsburgh, PA 15201",N,Lower Lawrenceville,2,AIDED CASE,9497 Aided Case,603,7,2,-79.964720775133,40.46527374273
308858327,23051613,11,2023-04-08T12:20:00,"300 Block North Shore Dr Pittsburgh, PA 15212",N,North Shore,1,THEFT BY DECEPTION,3922 Theft by Deception.,2205,1,1,-80.0096363485458,40.454910356151
308859251,23051631,6,2023-04-08T13:00:00,"400 Block N Highland Ave Pittsburgh, PA 15206",N,East Liberty,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1115,9,2,-79.9221749446935,40.4651657848127
308860760,23051629,10,2023-04-08T12:51:00,"Federal St N & Parkhurst St Pittsburgh, PA 15212",Y,Central North Side,1,RESIST ARREST/OTHER LAW ENFORC,5104 Resisting Arrest or Other Law Enforcement. / 5101 Obstructing Admin. of Law  / 601.08(a) Alcohol or Liquor Consumption on Streets or Sidewalks,2206,1,1,-80.0070173444933,40.4566309534747
308874605,23051785,18,2023-04-08T18:02:00,"Foreland St & Middle St Pittsburgh, PA 15212",Y,East Allegheny,1,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant,2304,1,1,-79.9993927337773,40.4545767052507
308884767,23051774,18,2023-04-08T17:45:00,"Oakwood St & Tioga St Pittsburgh, PA 15221",Y,Homewood South,5,STOLEN PROPERTY,"13(a)(31) Marijuana: Possession Small Amount / 13(a)(32) Paraphernalia - Use or Possession / 1301 Registration and Certificate of Title Required. / 3323 Stop Signs and Yield Signs. / 6501(a)(1) Scattering Rubbish; Any waste, dangerous or detrimental substance upon public property or waters / 1543 Driving While Operating Privilege is Suspended or Revoked.",1304,9,2,-79.8840905327392,40.4491524218042
307040953,23038696,6,2023-03-16T07:40:00,"N Dithridge St & Centre Ave Pittsburgh, PA 15213",N,North Oakland,4,THEFT FROM AUTO,3934 Theft from Vehicle,507,8,3,-79.95335158074,40.4514964871832
307074850,23038837,0,2023-03-16T12:11:00,"600 Block Minnesota St Pittsburgh, PA 15207",N,Greenfield,4,99,9993 PFA Service with Weapons Supplement,1517,5,3,-79.9388814057422,40.425323482037
307100273,23038887,27,2023-03-16T15:22:00,"300 Block Main St Pittsburgh, PA 15201",N,Central Lawrenceville,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,902,7,2,-79.9579476679689,40.4673830136992
307102133,23038885,27,2023-03-16T15:04:00,"E Carson St & Smithfield St Brg Pittsburgh, PA 15219",N,South Shore,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1921,2,5,-80.0039907160465,40.4321467195584
307115751,23038262,4,2023-03-14T18:00:00,"600 Block Lillian St Pittsburgh, PA 15210",N,Allentown,3,AGG-ASSAULT,2702 Aggravated Assault.,1803,3,5,-79.9972664743844,40.418675634183
-3574001540,23039159,99,2023-03-17T01:55:00,"2400 Block Allequippa St Pittsburgh, PA 15213",N,Terrace Village,2,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,510,,,,
307128091,23039202,0,2023-03-17T03:05:00,"1000 Block Moyer St Pittsburgh, PA 15204",N,Sheraden,6,99,9994 PFA Service,2022,2,5,-80.0642769158405,40.4582720498372
307129052,23039212,4,2023-03-17T03:30:00,"Route 65 Rte N & Marshall Ave Ramp Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,AGG-ASSAULT,2702 Aggravated Assault. / 2701 Simple Assault. / 2705 Recklessly Endangering Another Person. / 2706 Terroristic Threats.,2507,,,,
308778426,23050181,99,2023-04-04T14:45:00,"Unknown Pittsburgh, PA 15212",N,Bluff,2,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,103,,,,
308802819,23051022,6,2023-04-07T11:02:00,"1500 Block Brighton Rd Pittsburgh, PA 15212",N,Central North Side,1,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,2503,6,1,-80.0165685056208,40.4568744092444
307440737,23041573,6,2023-03-21T14:20:00,"300 Block 6th Ave Pittsburgh, PA 15222",N,Central Business District,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,201,6,6,-79.9992483643313,40.4418819209077
307444038,23041610,27,2023-03-20T16:05:00,"2700 Block Smallman St Pittsburgh, PA 15222",N,Strip District,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,203,7,6,-79.9773050100909,40.456578514528
307444494,23041595,6,2023-03-21T15:03:00,"1100 Block Lincoln Ave Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1203,9,2,-79.9000465962757,40.4642436265259
307454992,23041619,99,2023-03-21T15:43:00,"900 Block Chislett St Pittsburgh, PA 15206",N,Morningside,5,AIDED CASE,9497 Aided Case,1014,7,2,-79.9302655525657,40.4746773693571
307455641,23041670,14,2023-03-21T17:30:00,"3200 Block Brighton Rd Pittsburgh, PA 15212",N,Marshall-Shadeland,1,CRIM MISCHIEF,3304 Criminal Mischief.,2715,1,1,-80.0311081163317,40.475789182261
307457683,23041650,6,2023-03-21T17:43:00,"1800 Block West Liberty Ave Pittsburgh, PA 15226",N,Brookline,6,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1917,4,5,-80.018505660184,40.4064018518649
307460212,23041771,0,2023-03-21T20:30:00,"10 Block Cedricton St Pittsburgh, PA 15210",N,Carrick,3,99,9994 PFA Service,2901,4,3,-79.9912512183872,40.4051980625356
307462498,23041730,10,2023-03-21T18:50:00,"3100 Block Terrace St Pittsburgh, PA 15213",Y,West Oakland,4,RESIST ARREST/OTHER LAW ENFORC,5104 Resisting Arrest or Other Law Enforcement. / 3304 Criminal Mischief. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 3503 Criminal Trespass,402,6,3,-79.9675844924403,40.4400276705151
308812707,23051186,14,2023-04-07T16:34:00,"800 Block Liberty Ave Pittsburgh, PA 15222",Y,Central Business District,2,CRIM MISCHIEF,3304 Criminal Mischief.,201,6,6,-79.9989191885956,40.4426863589147
308814559,23051227,99,2023-04-07T17:50:00,"1400 Block Lincoln Ave Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,1203,9,2,-79.8969435507881,40.467866325202
308815976,23051256,6,2023-04-07T19:00:00,"400 Block Smithfield St Pittsburgh, PA 15222",N,Central Business District,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,201,6,6,-79.9993229906853,40.4387869875112
308832120,23051482,0,2023-04-08T04:59:00,"Bigelow Blvd & Finland St Pittsburgh, PA 15219",N,Polish Hill,2,99,620.03 (a) Graffiti - Prohibited Acts: No person may apply graffiti on city owned property or w/o permission of non-city own property,605,7,6,-79.9605471742249,40.45798276726
308846608,23051566,18,2023-04-08T09:51:00,"1200 Block Boyle St Pittsburgh, PA 15212",Y,Central North Side,1,STOLEN PROPERTY - OTHER,13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance,2206,1,1,-80.0056567707517,40.4561374430675
308856993,23051587,10,2023-04-08T11:15:00,"400 Block East Ohio St Pittsburgh, PA 15212",N,East Allegheny,1,TERRORISTIC THREATS,2706 Terroristic Threats.,2304,1,1,-80.0015589134548,40.4534470594398
308877344,23051821,10,2023-04-08T19:04:00,"900 Block Clarissa St Pittsburgh, PA 15219",Y,Upper Hill,2,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",506,6,3,-79.958428249746,40.4526725467886
308878874,23050811,10,2023-04-06T22:20:00,"Penn Ave & Mentor Way Pittsburgh, PA 15222",N,Central Business District,2,SIMPLE ASSAULT,2701 Simple Assault.,201,,,,
307827144,23043732,0,2023-03-25T12:47:00,"2300 Block Brownsville Rd Pittsburgh, PA 15210",Y,Carrick,3,99,9093 Indirect Criminal Contempt,2902,4,3,-79.9855231716653,40.3890572692795
307828750,23043761,0,2023-03-25T13:35:00,"3200 Block Lecky Ave Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,99,9998 Overdose Other,2715,1,1,-80.0344226011706,40.4744448066011
307829996,23043793,0,2023-03-25T14:20:00,"800 Block N Lincoln Ave Pittsburgh, PA 15233",N,Allegheny West,1,99,9999 9999 - (Misc. Incident): Tree fell over onto two vehicles and struck pedestrain,2201,,,,
307832496,23043858,6,2023-03-25T16:21:00,"5700 Block Penn Ave Pittsburgh, PA 15206",N,East Liberty,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,1115,9,2,-79.9288033791223,40.4625815229149
307843263,23044048,27,2023-03-25T17:15:00,"Stanwix St & Liberty Ave Pittsburgh, PA 15222",N,Central Business District,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,201,6,6,-80.0039005776693,40.4413793317852
307847192,23044188,0,2023-03-26T01:45:00,"1600 Block Fallowfield Ave Pittsburgh, PA 15216",Y,Beechview,6,99,601.04 (d) (1) Apartment to Apartment 0700-2200 >10 dB(c) 2200-0700 >5dB(c),1920,4,5,-80.0239689958174,40.4104873024514
307853576,23043781,0,2023-03-25T15:00:00,"300 Block S Main St Pittsburgh, PA 15220",N,West End,6,99,9999 9999 - (Misc. Incident): ,2019,7,2,-79.9579476679689,40.4673830136992
307333948,23040956,0,2023-03-20T12:30:00,"500 Block Berkshire Ave Pittsburgh, PA 15226",N,Brookline,6,99,9999 9999 - (Misc. Incident): ,1918,4,5,-80.0240769813328,40.3954833727539
307337796,23041017,11,2023-03-20T13:37:00,"10 Block Curtin Ave Pittsburgh, PA 15210",N,Beltzhoover,3,IDENTITY THEFT,4120 Identity Theft,1809,3,5,-79.9986701973593,40.4206323089825
307431241,23041498,14,2023-03-20T23:25:00,"4400 Block Liberty Ave Pittsburgh, PA 15224",N,Bloomfield,5,CRIM MISCHIEF,3304 Criminal Mischief.,802,7,2,-79.9528515156072,40.4636265012399
307441355,23041563,0,2023-03-21T13:57:00,"Ohio River Br & Millerton Ave Pittsburgh, PA 15212",Y,Brighton Heights,1,DUI - GENERAL IMPAIRMENT,3736 Reckless Driving / 3802(a)(1) DUI - General Impairment,2701,1,1,-80.0460728859728,40.4815212605121
307475736,23041775,0,2023-03-21T20:37:00,"Milroy St & Bothwell Ave Pittsburgh, PA 15214",Y,Perry North,1,DUI - GENERAL IMPAIRMENT,3714 Careless Driving / 7124 Fraudulent Use or Removal of Registration Plates / 3802(a)(1) DUI - General Impairment / 1543 Driving While Operating Privilege is Suspended or Revoked.,2607,1,1,-80.0106279130713,40.4763541021519
307480049,23041872,5,2023-03-22T02:16:00,"1500 Block 5th Ave E Pittsburgh, PA 15219",Y,Bluff,2,BURGLARY,3502 Burglary. / 9501 Bench Warrant,103,6,3,-79.9850250924069,40.4385395995206
308887004,23051892,0,2023-04-08T21:22:00,"6400 Block Station St Pittsburgh, PA 15206",N,East Liberty,5,99,9999 9999 - (Misc. Incident): ,1115,9,2,-79.9187492236702,40.4610531925532
308900816,23051933,0,2023-04-08T22:50:00,"2000 Block S 18th St Pittsburgh, PA 15203",N,South Side Slopes,3,99,3742 Accidents Involving Death or Personal Injury / 3744 Duty to Give Information and Render Aid,1706,,,,
308910847,23052094,99,2023-04-09T10:14:00,"Boston St Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,AIDED CASE,9497 Aided Case,2715,1,1,-80.0357486622855,40.4694690604788
-3556047687,23052133,6,2023-04-09T13:00:00,"2200 Block Arlington Ave Pittsburgh, PA 15210",N,South Side Slopes,3,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,1608,3,3,-79.9759458393356,40.4171580578301
308916256,23051946,23,2023-04-09T01:00:00,"300 Block North Shore Expy Pittsburgh, PA 15212",Y,North Shore,1,PUBLIC DRUNKENESS,5505 Public Drunkenness / 5503 Disorderly Conduct. / 3503(b.1) Criminal Trespass - Simple Trespasser,2205,1,1,-80.0096363485458,40.454910356151
308922035,23052163,10,2023-04-09T14:15:00,"200 Block Rochelle St Pittsburgh, PA 15210",Y,Knoxville,3,INTIMIDATION  WITNESS/VICTIMS,4952 Intimidation of Witnesses or Victims,3001,3,5,-79.9905902509057,40.4151064586988
